model,game_id,success,distance_group,target_property,distance,positive_testing_bias,positive_testing_queries,negative_testing_queries,total_test_queries,oracle_annotation_count,oracle_error_count,oracle_any_error,oracle_error_rate,sampled_test_oracle_error,sampled_guess_oracle_error
deepseek-ai_DeepSeek-V3.1,15790,True,deep,plant,7,0.16666666666666666,1,5,6,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,11384,True,close,food,3,0.13333333333333333,2,13,15,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6380,False,close,artifact,3,0.875,14,2,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6606,False,deep,artifact,8,0.6666666666666666,12,6,18,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,11016,False,deep,food,6,0.7777777777777778,14,4,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,1725,False,deep,animal,8,0.8333333333333334,15,3,18,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,1066,False,close,animal,4,0.8125,13,3,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6543,False,deep,artifact,7,0.7222222222222222,13,5,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,11697,True,deep,food,5,0.7,7,3,10,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5807,False,deep,artifact,5,0.9411764705882353,16,1,17,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,9949,True,deep,body_part,6,0.8235294117647058,14,3,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,17257,False,close,plant,3,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,1136,True,deep,animal,6,0.2,1,4,5,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,12016,False,close,food,4,0.5294117647058824,9,8,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10981,False,deep,food,5,0.6470588235294118,11,6,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,546,True,close,animal,4,0.7272727272727273,8,3,11,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,16249,False,deep,plant,7,0.75,12,4,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6347,False,close,artifact,4,0.5625,9,7,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,3947,True,deep,animal,5,0.5384615384615384,7,6,13,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,357,True,close,animal,4,0.5,3,3,6,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5506,False,close,artifact,4,0.8947368421052632,17,2,19,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,4288,False,deep,body_part,5,0.7222222222222222,13,5,18,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,4458,True,deep,body_part,5,1.0,6,0,6,2,2,True,1.0,True,True
deepseek-ai_DeepSeek-V3.1,9334,True,close,body_part,4,0.8,8,2,10,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,819,False,deep,animal,6,0.7777777777777778,14,4,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,3172,True,close,animal,3,0.6666666666666666,2,1,3,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,3852,False,deep,animal,6,0.7222222222222222,13,5,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,3966,False,deep,animal,7,0.75,12,4,16,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,17248,True,deep,plant,6,0.3333333333333333,3,6,9,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,15310,False,close,plant,4,0.8823529411764706,15,2,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10994,True,close,food,4,0.625,10,6,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,2971,False,deep,animal,7,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10237,True,deep,food,5,0.7857142857142857,11,3,14,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,12095,True,deep,food,5,0.7692307692307693,10,3,13,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,5224,False,deep,artifact,5,0.8333333333333334,15,3,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,658,True,close,animal,4,0.7142857142857143,10,4,14,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,1943,True,deep,animal,8,0.6666666666666666,8,4,12,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,16414,True,close,plant,3,0.4,2,3,5,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,4348,False,deep,body_part,5,0.9375,15,1,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10838,False,close,food,4,0.35294117647058826,6,11,17,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,9596,True,close,body_part,3,1.0,17,0,17,2,2,True,1.0,True,True
deepseek-ai_DeepSeek-V3.1,3743,False,deep,animal,5,0.7222222222222222,13,5,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,4875,False,deep,artifact,5,0.8947368421052632,17,2,19,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,11376,False,close,food,3,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5516,False,close,artifact,4,0.8888888888888888,16,2,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,15598,False,deep,plant,7,0.35294117647058826,6,11,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,11059,True,deep,food,5,0.6666666666666666,2,1,3,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,2806,False,close,animal,3,0.7058823529411765,12,5,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6607,False,deep,artifact,7,0.6875,11,5,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,3192,False,close,animal,4,0.8235294117647058,14,3,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,16469,False,close,plant,4,0.7058823529411765,12,5,17,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,5184,False,deep,artifact,5,0.7857142857142857,11,3,14,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5652,False,deep,artifact,5,0.5,8,8,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,4465,False,close,body_part,3,0.7647058823529411,13,4,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5757,False,deep,artifact,6,0.7647058823529411,13,4,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10074,False,deep,body_part,5,0.8125,13,3,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5265,False,close,artifact,4,0.6875,11,5,16,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,4450,True,close,body_part,3,0.8666666666666667,13,2,15,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,5653,False,close,artifact,4,0.5882352941176471,10,7,17,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,6396,False,close,artifact,3,0.6875,11,5,16,2,1,True,0.5,True,False
deepseek-ai_DeepSeek-V3.1,4020,False,close,body_part,3,0.6111111111111112,11,7,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,10858,False,close,food,4,0.3333333333333333,6,12,18,2,1,True,0.5,False,True
deepseek-ai_DeepSeek-V3.1,15611,True,deep,plant,6,0.3076923076923077,4,9,13,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,12377,False,deep,food,6,0.8888888888888888,16,2,18,2,0,False,0.0,False,False
deepseek-ai_DeepSeek-V3.1,9670,True,deep,body_part,5,0.8571428571428571,12,2,14,2,0,False,0.0,False,False
gpt-5-mini,9616,True,close,body_part,3,0.0,0,5,5,2,1,True,0.5,False,True
gpt-5-mini,16467,False,deep,plant,6,0.29411764705882354,5,12,17,2,0,False,0.0,False,False
gpt-5-mini,11199,True,close,food,4,0.42857142857142855,3,4,7,2,0,False,0.0,False,False
gpt-5-mini,16120,False,close,plant,3,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
gpt-5-mini,1154,True,close,animal,4,0.0,0,4,4,2,0,False,0.0,False,False
gpt-5-mini,62,True,close,animal,3,0.25,2,6,8,2,0,False,0.0,False,False
gpt-5-mini,16152,True,deep,plant,6,0.2,1,4,5,2,0,False,0.0,False,False
gpt-5-mini,9624,False,close,body_part,3,0.2222222222222222,4,14,18,2,0,False,0.0,False,False
gpt-5-mini,4779,False,close,artifact,4,0.21052631578947367,4,15,19,2,1,True,0.5,False,True
gpt-5-mini,17775,False,close,plant,4,0.2777777777777778,5,13,18,2,1,True,0.5,True,False
gpt-5-mini,4032,False,close,body_part,3,0.2777777777777778,5,13,18,2,0,False,0.0,False,False
gpt-5-mini,15613,False,close,plant,4,0.7222222222222222,13,5,18,2,0,False,0.0,False,False
gpt-5-mini,4784,True,close,artifact,4,0.25,2,6,8,2,0,False,0.0,False,False
gpt-5-mini,6359,False,close,artifact,4,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
gpt-5-mini,9457,True,close,body_part,4,0.4,2,3,5,2,0,False,0.0,False,False
gpt-5-mini,10529,False,deep,food,6,0.21052631578947367,4,15,19,2,1,True,0.5,False,True
gpt-5-mini,6575,False,deep,artifact,7,0.2222222222222222,4,14,18,2,0,False,0.0,False,False
gpt-5-mini,3411,False,deep,animal,8,0.2777777777777778,5,13,18,2,0,False,0.0,False,False
gpt-5-mini,15245,False,deep,plant,5,0.5294117647058824,9,8,17,2,0,False,0.0,False,False
gpt-5-mini,10986,True,deep,food,6,0.0,0,3,3,2,0,False,0.0,False,False
gpt-5-mini,4368,True,deep,body_part,5,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,11263,True,close,food,4,0.0,0,2,2,2,0,False,0.0,False,False
gpt-5-mini,16864,False,close,plant,4,0.2222222222222222,4,14,18,2,1,True,0.5,True,False
gpt-5-mini,17361,True,deep,plant,6,0.21428571428571427,3,11,14,2,0,False,0.0,False,False
gpt-5-mini,1551,True,deep,body_part,5,0.5,2,2,4,2,1,True,0.5,False,True
gpt-5-mini,16096,True,deep,plant,6,0.14285714285714285,1,6,7,2,0,False,0.0,False,False
gpt-5-mini,9650,False,deep,body_part,5,0.42105263157894735,8,11,19,2,1,True,0.5,True,False
gpt-5-mini,4313,True,deep,body_part,5,0.4,6,9,15,2,0,False,0.0,False,False
gpt-5-mini,17047,False,close,plant,3,0.17647058823529413,3,14,17,2,0,False,0.0,False,False
gpt-5-mini,11006,True,close,food,4,0.3,3,7,10,2,1,True,0.5,False,True
gpt-5-mini,9433,True,close,body_part,4,0.35714285714285715,5,9,14,2,1,True,0.5,True,False
gpt-5-mini,15508,True,close,plant,3,0.3333333333333333,1,2,3,2,0,False,0.0,False,False
gpt-5-mini,1261,True,close,animal,3,0.2222222222222222,2,7,9,2,0,False,0.0,False,False
gpt-5-mini,11459,True,deep,food,6,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,11921,True,close,food,4,0.5,3,3,6,2,0,False,0.0,False,False
gpt-5-mini,15790,True,deep,plant,7,0.4,6,9,15,2,2,True,1.0,True,True
gpt-5-mini,11384,False,close,food,3,0.2631578947368421,5,14,19,2,1,True,0.5,False,True
gpt-5-mini,6380,False,close,artifact,3,0.47368421052631576,9,10,19,2,0,False,0.0,False,False
gpt-5-mini,6606,False,deep,artifact,8,0.2777777777777778,5,13,18,2,0,False,0.0,False,False
gpt-5-mini,11016,True,deep,food,6,0.3333333333333333,4,8,12,2,0,False,0.0,False,False
gpt-5-mini,1725,False,deep,animal,8,0.3333333333333333,6,12,18,2,0,False,0.0,False,False
gpt-5-mini,1066,False,close,animal,4,0.3333333333333333,6,12,18,2,0,False,0.0,False,False
gpt-5-mini,6543,False,deep,artifact,7,0.3684210526315789,7,12,19,2,0,False,0.0,False,False
gpt-5-mini,11697,True,deep,food,5,0.375,6,10,16,2,0,False,0.0,False,False
gpt-5-mini,5807,False,deep,artifact,5,0.6111111111111112,11,7,18,2,0,False,0.0,False,False
gpt-5-mini,9949,False,deep,body_part,6,0.47368421052631576,9,10,19,2,0,False,0.0,False,False
gpt-5-mini,17257,False,close,plant,3,0.3157894736842105,6,13,19,2,1,True,0.5,True,False
gpt-5-mini,1136,True,deep,animal,6,0.23529411764705882,4,13,17,2,0,False,0.0,False,False
gpt-5-mini,12016,True,close,food,4,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,10981,True,deep,food,5,0.25,2,6,8,2,1,True,0.5,False,True
gpt-5-mini,546,True,close,animal,4,0.3076923076923077,4,9,13,2,0,False,0.0,False,False
gpt-5-mini,16249,False,deep,plant,7,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
gpt-5-mini,6347,False,close,artifact,4,0.3157894736842105,6,13,19,2,0,False,0.0,False,False
gpt-5-mini,3947,True,deep,animal,5,0.0,0,11,11,2,0,False,0.0,False,False
gpt-5-mini,357,True,close,animal,4,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,5506,False,close,artifact,4,0.9,18,2,20,1,1,True,1.0,True,
gpt-5-mini,4288,True,deep,body_part,5,0.75,3,1,4,2,0,False,0.0,False,False
gpt-5-mini,4458,True,deep,body_part,5,0.0,0,3,3,2,0,False,0.0,False,False
gpt-5-mini,9334,False,close,body_part,4,0.3157894736842105,6,13,19,2,1,True,0.5,False,True
gpt-5-mini,819,True,deep,animal,6,0.23529411764705882,4,13,17,2,1,True,0.5,True,False
gpt-5-mini,3172,True,close,animal,3,0.3333333333333333,1,2,3,2,0,False,0.0,False,False
gpt-5-mini,3852,True,deep,animal,6,0.5,6,6,12,2,0,False,0.0,False,False
gpt-5-mini,3966,True,deep,animal,7,0.2,1,4,5,2,0,False,0.0,False,False
gpt-5-mini,17248,False,deep,plant,6,0.2777777777777778,5,13,18,2,0,False,0.0,False,False
gpt-5-mini,15310,True,close,plant,4,0.375,3,5,8,2,0,False,0.0,False,False
gpt-5-mini,10994,True,close,food,4,0.5,2,2,4,2,0,False,0.0,False,False
gpt-5-mini,2971,True,deep,animal,7,0.3333333333333333,3,6,9,2,0,False,0.0,False,False
gpt-5-mini,10237,True,deep,food,5,0.5,3,3,6,2,0,False,0.0,False,False
gpt-5-mini,12095,False,deep,food,5,0.2777777777777778,5,13,18,2,1,True,0.5,False,True
gpt-5-mini,5224,True,deep,artifact,5,0.5,5,5,10,2,0,False,0.0,False,False
gpt-5-mini,658,True,close,animal,4,0.5,2,2,4,2,1,True,0.5,False,True
gpt-5-mini,1943,True,deep,animal,8,0.2,1,4,5,2,0,False,0.0,False,False
gpt-5-mini,16414,False,close,plant,3,0.2631578947368421,5,14,19,2,1,True,0.5,False,True
gpt-5-mini,4348,True,deep,body_part,5,0.3333333333333333,2,4,6,2,1,True,0.5,False,True
gpt-5-mini,10838,True,close,food,4,0.2,1,4,5,2,0,False,0.0,False,False
gpt-5-mini,9596,False,close,body_part,3,0.3684210526315789,7,12,19,2,0,False,0.0,False,False
gpt-5-mini,3743,True,deep,animal,5,0.5,2,2,4,2,0,False,0.0,False,False
gpt-5-mini,4875,False,deep,artifact,5,0.9,18,2,20,1,0,False,0.0,False,
gpt-5-mini,11376,True,close,food,3,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,5516,True,close,artifact,4,0.35294117647058826,6,11,17,2,0,False,0.0,False,False
gpt-5-mini,15598,True,deep,plant,7,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,11059,True,deep,food,5,0.14285714285714285,1,6,7,2,0,False,0.0,False,False
gpt-5-mini,2806,True,close,animal,3,0.875,7,1,8,2,1,True,0.5,False,True
gpt-5-mini,6607,False,deep,artifact,7,0.3157894736842105,6,13,19,2,0,False,0.0,False,False
gpt-5-mini,3192,False,close,animal,4,0.2777777777777778,5,13,18,2,0,False,0.0,False,False
gpt-5-mini,16469,False,close,plant,4,0.8333333333333334,15,3,18,2,0,False,0.0,False,False
gpt-5-mini,5184,True,deep,artifact,5,0.6363636363636364,7,4,11,2,0,False,0.0,False,False
gpt-5-mini,5652,False,deep,artifact,5,0.15789473684210525,3,16,19,2,0,False,0.0,False,False
gpt-5-mini,4465,False,close,body_part,3,0.5263157894736842,10,9,19,2,1,True,0.5,True,False
gpt-5-mini,5757,True,deep,artifact,6,0.45454545454545453,5,6,11,2,0,False,0.0,False,False
gpt-5-mini,10074,True,deep,body_part,5,0.6,3,2,5,2,1,True,0.5,False,True
gpt-5-mini,5265,False,close,artifact,4,0.4444444444444444,8,10,18,2,0,False,0.0,False,False
gpt-5-mini,4450,True,close,body_part,3,0.5,3,3,6,2,0,False,0.0,False,False
gpt-5-mini,5653,False,close,artifact,4,0.5294117647058824,9,8,17,2,0,False,0.0,False,False
gpt-5-mini,6396,True,close,artifact,3,0.4,4,6,10,2,0,False,0.0,False,False
gpt-5-mini,4020,False,close,body_part,3,0.3157894736842105,6,13,19,2,1,True,0.5,False,True
gpt-5-mini,10858,True,close,food,4,0.25,1,3,4,2,0,False,0.0,False,False
gpt-5-mini,15611,True,deep,plant,6,0.4,2,3,5,2,0,False,0.0,False,False
gpt-5-mini,12377,False,deep,food,6,0.5,9,9,18,2,0,False,0.0,False,False
gpt-5-mini,9670,True,deep,body_part,5,0.3,3,7,10,2,0,False,0.0,False,False
gpt-5-nano,9616,False,close,body_part,3,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,16467,False,deep,plant,6,0.7368421052631579,14,5,19,2,0,False,0.0,False,False
gpt-5-nano,11199,False,close,food,4,0.5555555555555556,10,8,18,2,1,True,0.5,False,True
gpt-5-nano,16120,False,close,plant,3,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,1154,True,close,animal,4,0.5833333333333334,7,5,12,2,0,False,0.0,False,False
gpt-5-nano,62,False,close,animal,3,0.3684210526315789,7,12,19,2,0,False,0.0,False,False
gpt-5-nano,16152,False,deep,plant,6,0.631578947368421,12,7,19,2,0,False,0.0,False,False
gpt-5-nano,9624,False,close,body_part,3,0.9473684210526315,18,1,19,2,0,False,0.0,False,False
gpt-5-nano,4779,False,close,artifact,4,0.8235294117647058,14,3,17,2,0,False,0.0,False,False
gpt-5-nano,17775,False,close,plant,4,0.9473684210526315,18,1,19,2,0,False,0.0,False,False
gpt-5-nano,4032,False,close,body_part,3,0.7894736842105263,15,4,19,2,0,False,0.0,False,False
gpt-5-nano,15613,False,close,plant,4,0.95,19,1,20,1,0,False,0.0,False,
gpt-5-nano,4784,False,close,artifact,4,0.9411764705882353,16,1,17,2,1,True,0.5,False,True
gpt-5-nano,6359,False,close,artifact,4,0.75,15,5,20,1,0,False,0.0,False,
gpt-5-nano,9457,False,close,body_part,4,1.0,12,0,12,2,0,False,0.0,False,False
gpt-5-nano,10529,False,deep,food,6,0.9473684210526315,18,1,19,2,1,True,0.5,True,False
gpt-5-nano,6575,False,deep,artifact,7,0.8947368421052632,17,2,19,2,0,False,0.0,False,False
gpt-5-nano,3411,False,deep,animal,8,0.7333333333333333,11,4,15,2,0,False,0.0,False,False
gpt-5-nano,15245,False,deep,plant,5,0.875,14,2,16,2,0,False,0.0,False,False
gpt-5-nano,10986,False,deep,food,6,0.7142857142857143,10,4,14,2,0,False,0.0,False,False
gpt-5-nano,4368,False,deep,body_part,5,0.7777777777777778,14,4,18,2,0,False,0.0,False,False
gpt-5-nano,11263,False,close,food,4,0.8947368421052632,17,2,19,2,0,False,0.0,False,False
gpt-5-nano,16864,False,close,plant,4,1.0,19,0,19,2,1,True,0.5,True,False
gpt-5-nano,17361,False,deep,plant,6,0.6470588235294118,11,6,17,2,0,False,0.0,False,False
gpt-5-nano,1551,False,deep,body_part,5,1.0,20,0,20,1,0,False,0.0,False,
gpt-5-nano,16096,False,deep,plant,6,0.7333333333333333,11,4,15,2,1,True,0.5,False,True
gpt-5-nano,9650,False,deep,body_part,5,0.8823529411764706,15,2,17,2,1,True,0.5,True,False
gpt-5-nano,4313,False,deep,body_part,5,0.8947368421052632,17,2,19,2,0,False,0.0,False,False
gpt-5-nano,17047,False,close,plant,3,1.0,15,0,15,2,0,False,0.0,False,False
gpt-5-nano,11006,False,close,food,4,0.9333333333333333,14,1,15,2,0,False,0.0,False,False
gpt-5-nano,9433,False,close,body_part,4,1.0,20,0,20,1,0,False,0.0,False,
gpt-5-nano,15508,False,close,plant,3,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,1261,False,close,animal,3,1.0,18,0,18,2,0,False,0.0,False,False
gpt-5-nano,11459,False,deep,food,6,0.7058823529411765,12,5,17,2,0,False,0.0,False,False
gpt-5-nano,11921,True,close,food,4,0.6666666666666666,8,4,12,2,0,False,0.0,False,False
gpt-5-nano,15790,False,deep,plant,7,0.7692307692307693,10,3,13,2,0,False,0.0,False,False
gpt-5-nano,11384,False,close,food,3,0.7894736842105263,15,4,19,2,0,False,0.0,False,False
gpt-5-nano,6380,False,close,artifact,3,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,6606,False,deep,artifact,8,0.9,18,2,20,1,0,False,0.0,False,
gpt-5-nano,11016,False,deep,food,6,0.9375,15,1,16,2,0,False,0.0,False,False
gpt-5-nano,1725,False,deep,animal,8,0.5294117647058824,9,8,17,2,0,False,0.0,False,False
gpt-5-nano,1066,False,close,animal,4,1.0,18,0,18,2,0,False,0.0,False,False
gpt-5-nano,6543,False,deep,artifact,7,0.8333333333333334,15,3,18,2,0,False,0.0,False,False
gpt-5-nano,11697,False,deep,food,5,0.9411764705882353,16,1,17,2,0,False,0.0,False,False
gpt-5-nano,5807,False,deep,artifact,5,0.9411764705882353,16,1,17,2,0,False,0.0,False,False
gpt-5-nano,9949,False,deep,body_part,6,1.0,19,0,19,2,1,True,0.5,True,False
gpt-5-nano,17257,False,close,plant,3,0.9444444444444444,17,1,18,2,0,False,0.0,False,False
gpt-5-nano,1136,True,deep,animal,6,0.625,5,3,8,2,0,False,0.0,False,False
gpt-5-nano,12016,False,close,food,4,0.8235294117647058,14,3,17,2,0,False,0.0,False,False
gpt-5-nano,10981,False,deep,food,5,0.3888888888888889,7,11,18,2,0,False,0.0,False,False
gpt-5-nano,546,False,close,animal,4,0.6470588235294118,11,6,17,2,0,False,0.0,False,False
gpt-5-nano,16249,False,deep,plant,7,0.8947368421052632,17,2,19,2,0,False,0.0,False,False
gpt-5-nano,6347,False,close,artifact,4,0.65,13,7,20,1,0,False,0.0,False,
gpt-5-nano,3947,False,deep,animal,5,0.5,10,10,20,1,0,False,0.0,False,
gpt-5-nano,357,False,close,animal,4,0.8421052631578947,16,3,19,2,0,False,0.0,False,False
gpt-5-nano,5506,False,close,artifact,4,0.8947368421052632,17,2,19,2,1,True,0.5,True,False
gpt-5-nano,4288,False,deep,body_part,5,0.8947368421052632,17,2,19,2,0,False,0.0,False,False
gpt-5-nano,4458,False,deep,body_part,5,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,9334,False,close,body_part,4,1.0,16,0,16,2,1,True,0.5,True,False
gpt-5-nano,819,False,deep,animal,6,0.7647058823529411,13,4,17,2,0,False,0.0,False,False
gpt-5-nano,3172,False,close,animal,3,0.7368421052631579,14,5,19,2,1,True,0.5,False,True
gpt-5-nano,3852,False,deep,animal,6,0.875,14,2,16,2,0,False,0.0,False,False
gpt-5-nano,3966,False,deep,animal,7,0.6875,11,5,16,2,0,False,0.0,False,False
gpt-5-nano,17248,False,deep,plant,6,0.8,16,4,20,1,0,False,0.0,False,
gpt-5-nano,15310,False,close,plant,4,1.0,16,0,16,2,0,False,0.0,False,False
gpt-5-nano,10994,False,close,food,4,0.8421052631578947,16,3,19,2,0,False,0.0,False,False
gpt-5-nano,2971,False,deep,animal,7,0.9411764705882353,16,1,17,2,0,False,0.0,False,False
gpt-5-nano,10237,False,deep,food,5,0.8888888888888888,16,2,18,2,0,False,0.0,False,False
gpt-5-nano,12095,False,deep,food,5,0.6470588235294118,11,6,17,2,0,False,0.0,False,False
gpt-5-nano,5224,False,deep,artifact,5,0.9,18,2,20,1,0,False,0.0,False,
gpt-5-nano,658,True,close,animal,4,0.5,2,2,4,2,0,False,0.0,False,False
gpt-5-nano,1943,True,deep,animal,8,0.3333333333333333,1,2,3,2,0,False,0.0,False,False
gpt-5-nano,16414,False,close,plant,3,1.0,20,0,20,1,1,True,1.0,True,
gpt-5-nano,4348,False,deep,body_part,5,0.8333333333333334,15,3,18,2,0,False,0.0,False,False
gpt-5-nano,10838,False,close,food,4,0.5555555555555556,10,8,18,2,0,False,0.0,False,False
gpt-5-nano,9596,False,close,body_part,3,0.8,16,4,20,1,0,False,0.0,False,
gpt-5-nano,3743,True,deep,animal,5,0.625,5,3,8,2,0,False,0.0,False,False
gpt-5-nano,4875,False,deep,artifact,5,1.0,20,0,20,1,0,False,0.0,False,
gpt-5-nano,11376,True,close,food,3,0.7142857142857143,5,2,7,2,0,False,0.0,False,False
gpt-5-nano,5516,False,close,artifact,4,0.7777777777777778,14,4,18,2,0,False,0.0,False,False
gpt-5-nano,15598,False,deep,plant,7,0.7777777777777778,14,4,18,2,0,False,0.0,False,False
gpt-5-nano,11059,True,deep,food,5,0.8333333333333334,5,1,6,2,0,False,0.0,False,False
gpt-5-nano,2806,True,close,animal,3,1.0,4,0,4,2,0,False,0.0,False,False
gpt-5-nano,6607,False,deep,artifact,7,0.8823529411764706,15,2,17,2,0,False,0.0,False,False
gpt-5-nano,3192,False,close,animal,4,0.6875,11,5,16,2,0,False,0.0,False,False
gpt-5-nano,16469,False,close,plant,4,1.0,19,0,19,2,1,True,0.5,True,False
gpt-5-nano,5184,False,deep,artifact,5,1.0,20,0,20,1,0,False,0.0,False,
gpt-5-nano,5652,False,deep,artifact,5,0.5555555555555556,10,8,18,2,0,False,0.0,False,False
gpt-5-nano,4465,False,close,body_part,3,1.0,18,0,18,2,0,False,0.0,False,False
gpt-5-nano,5757,False,deep,artifact,6,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,10074,True,deep,body_part,5,0.75,6,2,8,2,0,False,0.0,False,False
gpt-5-nano,5265,False,close,artifact,4,0.85,17,3,20,1,0,False,0.0,False,
gpt-5-nano,4450,True,close,body_part,3,1.0,14,0,14,2,0,False,0.0,False,False
gpt-5-nano,5653,False,close,artifact,4,0.9230769230769231,12,1,13,2,0,False,0.0,False,False
gpt-5-nano,6396,False,close,artifact,3,1.0,19,0,19,2,0,False,0.0,False,False
gpt-5-nano,4020,True,close,body_part,3,0.8,4,1,5,2,0,False,0.0,False,False
gpt-5-nano,10858,False,close,food,4,0.8125,13,3,16,2,0,False,0.0,False,False
gpt-5-nano,15611,False,deep,plant,6,0.75,12,4,16,2,0,False,0.0,False,False
gpt-5-nano,12377,False,deep,food,6,1.0,12,0,12,2,0,False,0.0,False,False
gpt-5-nano,9670,False,deep,body_part,5,0.8666666666666667,13,2,15,2,0,False,0.0,False,False
gpt-5.2-chat,9616,True,close,body_part,3,0.3333333333333333,1,2,3,2,0,False,0.0,False,False
gpt-5.2-chat,16467,True,deep,plant,6,0.0,0,3,3,2,0,False,0.0,False,False
gpt-5.2-chat,11199,True,close,food,4,0.16666666666666666,1,5,6,2,0,False,0.0,False,False
gpt-5.2-chat,16120,True,close,plant,3,0.5,1,1,2,2,0,False,0.0,False,False
gpt-5.2-chat,1154,True,close,animal,4,0.2,1,4,5,2,0,False,0.0,False,False
