model,game_id,turn_number,guess,target_property,judgment
gpt-5-mini,17361,6,flowering plants (angiosperms),plant,no
gpt-5-mini,17775,5,common names of plants (members of kingdom Plantae),plant,no
gpt-5-nano,62,7,"Animals commonly kept in captivity (zoos, aquariums, farms)",animal,no
gpt-5-nano,357,17,endangered species (IUCN Red List status: endangered or critically endangered),animal,no
gpt-5-nano,546,14,mammals,animal,no
gpt-5-nano,658,6,animal,animal,yes
gpt-5-nano,819,5,aquatic animal,animal,no
gpt-5-nano,1066,4,barbel-bearing fish,animal,no
gpt-5-nano,1136,5,fish,animal,no
gpt-5-nano,1154,3,two-word common name,animal,no
gpt-5-nano,1261,14,"Hyphenated descriptors formed from a body-part noun plus the suffix -ed (e.g., eye -> eyed, tail -> tailed, head -> headed) in common names",animal,no
gpt-5-nano,1725,3,sharks,animal,no
gpt-5-nano,1943,4,animal,animal,yes
gpt-5-nano,2806,5,animals,animal,yes
gpt-5-nano,2971,7,Elaborate male ornamentation used in courtship displays in birds,animal,no
gpt-5-nano,3172,7,All items are animals,animal,yes
gpt-5-nano,3192,19,Vertebrates,animal,no
gpt-5-nano,3411,16,genus Setophaga,animal,no
gpt-5-nano,3743,9,the items are animals,animal,yes
gpt-5-nano,3852,15,vertebrates,animal,no
gpt-5-nano,3966,7,Birds,animal,no
gpt-5-nano,4020,7,anatomical structures,body_part,yes
gpt-5-nano,4032,6,respiratory organs,body_part,no
gpt-5-nano,4288,17,connective tissue,body_part,no
gpt-5-nano,4313,19,The common property is that the items are words derived from Latin or Greek roots (non-Germanic etymology).,body_part,no
gpt-5-nano,4348,14,bone,body_part,no
gpt-5-nano,4368,10,bones with red bone marrow,body_part,no
gpt-5-nano,4450,15,part of the human body,body_part,yes
gpt-5-nano,4458,3,nose shape descriptors,body_part,no
gpt-5-nano,4465,5,the second word is a bone,body_part,no
gpt-5-nano,4779,10,electrical components,artifact,no
gpt-5-nano,4784,20,man-made objects,artifact,yes
gpt-5-nano,5506,16,The common property is that the word is used in computing/technology contexts.,artifact,no
gpt-5-nano,5516,10,hand tools,artifact,no
gpt-5-nano,5652,19,keyboard instruments,artifact,no
gpt-5-nano,5653,16,They are wind instruments with no valves,artifact,no
gpt-5-nano,5757,18,"The second word is a tool name (e.g., plane, chisel, cutter).",artifact,no
gpt-5-nano,5807,20,second word is a tool,artifact,no
gpt-5-nano,6380,20,hand tools,artifact,no
gpt-5-nano,6396,4,Containers or carriers that hold or transport something,artifact,no
gpt-5-nano,6543,11,civilian watercraft,artifact,no
gpt-5-nano,6575,13,ships,artifact,no
gpt-5-nano,6607,15,"A two-word phrase of the form '<commodity> ship', where the first word denotes a cargo or material carried by a ship.",artifact,no
gpt-5-nano,9334,16,appendicular bones,body_part,no
gpt-5-nano,9457,14,anatomical structures associated with joints,body_part,no
gpt-5-nano,9616,3,Anatomical structures located in the head/neck region,body_part,no
gpt-5-nano,9624,14,specialized anatomical sensory organs that detect environmental stimuli and transduce them into neural signals,body_part,no
gpt-5-nano,9650,15,membranes,body_part,no
gpt-5-nano,9670,15,digestive system organs,body_part,no
gpt-5-nano,9949,18,Region-based nomenclature for arteries (the first word denotes the region/organ supplied).,body_part,no
gpt-5-nano,10074,9,anatomical structures in the human body,body_part,yes
gpt-5-nano,10237,13,Dishes commonly found on English-language restaurant menus (international dishes),food,no
gpt-5-nano,10529,14,sugars (sugar-related substances),food,no
gpt-5-nano,10838,4,cold desserts,food,no
gpt-5-nano,10858,13,Dairy-based desserts typically served cold,food,no
gpt-5-nano,10981,3,dessert,food,no
gpt-5-nano,10986,20,items stored in the freezer,food,no
gpt-5-nano,10994,19,All items are foods that can be ordered in a restaurant that serves multiple cuisines.,food,no
gpt-5-nano,11006,13,dairy-based desserts,food,no
gpt-5-nano,11016,3,ice cream flavors,food,no
gpt-5-nano,11059,8,food,food,yes
gpt-5-nano,11199,5,edible,food,yes
gpt-5-nano,11263,20,First two letters form a chemical element symbol for an element whose name ends with -ium,food,no
gpt-5-nano,11376,8,edible foods,food,yes
gpt-5-nano,11384,14,Two-word phrases where the second word is a baked good,food,no
gpt-5-nano,11459,4,condiments or spreads,food,no
gpt-5-nano,11697,5,The item name contains the substring 'steak'.,food,no
gpt-5-nano,11921,13,edible foods,food,yes
gpt-5-nano,12016,19,shelf-stable foods with long shelf life,food,no
gpt-5-nano,12095,4,wrap bread,food,no
gpt-5-nano,12377,18,multilayered pastries,food,no
gpt-5-nano,15245,15,gymnosperm genera,plant,no
gpt-5-nano,15310,20,two-word plant names where the first word is a color and the second word is a plant noun,plant,no
gpt-5-nano,15508,16,color-based descriptive prefixes in common names,plant,no
gpt-5-nano,15598,3,Two-word larch species names with a descriptor before 'larch'.,plant,no
gpt-5-nano,15611,3,conifers,plant,no
gpt-5-nano,15790,4,evergreen conifer trees,plant,no
gpt-5-nano,16096,7,plants,plant,yes
gpt-5-nano,16120,4,The second word is the name of a plant,plant,no
gpt-5-nano,16152,16,Conifers (cone-bearing trees),plant,no
gpt-5-nano,16249,11,Common-name cedars that are not true Cedrus species,plant,no
gpt-5-nano,16467,12,seed plants (Spermatophyta),plant,no
gpt-5-nano,16469,4,Second word is a tree-related term,plant,no
gpt-5-nano,16864,2,trees,plant,no
gpt-5-nano,17047,15,Second word is the name of a plant that can be used as a surname,plant,no
gpt-5-nano,17257,7,the second word is a plant name,plant,no
gpt-5-nano,17361,17,gymnosperms,plant,no
gpt-5-nano,17775,17,Plant common names that include an animal or geographic descriptor,plant,no
gpt-5.2-chat,62,4,Animals,animal,yes
gpt-5.2-chat,357,4,animal,animal,yes
gpt-5.2-chat,546,6,is an animal,animal,yes
gpt-5.2-chat,658,5,are animals,animal,yes
gpt-5.2-chat,819,4,animals,animal,yes
gpt-5.2-chat,1066,3,animals,animal,yes
gpt-5.2-chat,1136,4,animals,animal,yes
gpt-5.2-chat,1154,6,animals,animal,yes
gpt-5.2-chat,1261,5,animals,animal,yes
gpt-5.2-chat,1551,4,anatomical body parts,body_part,yes
gpt-5.2-chat,1725,5,animals,animal,yes
gpt-5.2-chat,1943,5,is an animal,animal,yes
gpt-5.2-chat,2806,3,animals,animal,yes
gpt-5.2-chat,2971,5,They are animals,animal,yes
gpt-5.2-chat,3172,4,animals,animal,yes
gpt-5.2-chat,3192,7,are animals,animal,yes
gpt-5.2-chat,3411,4,animals,animal,yes
gpt-5.2-chat,3743,6,Members of the kingdom Animalia (animals),animal,yes
gpt-5.2-chat,3852,5,animals,animal,yes
gpt-5.2-chat,3947,4,vertebrates,animal,no
gpt-5.2-chat,3966,5,animals,animal,yes
gpt-5.2-chat,4020,4,anatomical organs in animals,body_part,no
gpt-5.2-chat,4032,5,anatomical structures of living organisms,body_part,yes
gpt-5.2-chat,4288,4,Mineralized tissues of the human body,body_part,no
gpt-5.2-chat,4313,4,anatomical body parts,body_part,yes
gpt-5.2-chat,4348,2,bones in the human body,body_part,no
gpt-5.2-chat,4368,5,contains the letter c,body_part,no
gpt-5.2-chat,4450,4,parts of the human body,body_part,yes
gpt-5.2-chat,4458,5,Anatomical body parts,body_part,yes
gpt-5.2-chat,4465,5,they are legitimate anatomical structures of the human body,body_part,yes
gpt-5.2-chat,4779,5,tangible physical objects,artifact,no
gpt-5.2-chat,4784,6,man-made objects,artifact,yes
gpt-5.2-chat,4875,15,Words that can function as both a specific instance and the name of an art form or style,artifact,no
gpt-5.2-chat,5184,9,Physical man-made objects,artifact,yes
gpt-5.2-chat,5224,4,tangible physical object,artifact,no
gpt-5.2-chat,5265,5,musical instruments,artifact,no
gpt-5.2-chat,5506,19,Contains at least one repeated letter,artifact,no
gpt-5.2-chat,5516,9,Words ending with the letter 'r',artifact,no
gpt-5.2-chat,5652,10,words that contain the letter n,artifact,no
gpt-5.2-chat,5653,3,musical instruments,artifact,no
gpt-5.2-chat,5757,16,solid physical objects (tangible items made of matter),artifact,no
gpt-5.2-chat,5807,19,two-word compounds that are also commonly written as a single closed word,artifact,no
gpt-5.2-chat,6347,17,hollow objects,artifact,no
gpt-5.2-chat,6359,14,can follow the word 'paper' to form a common compound,artifact,no
gpt-5.2-chat,6380,19,Compound nouns with primary stress on the first element,artifact,no
gpt-5.2-chat,6396,11,Contains at least one vowel and at least one consonant,artifact,no
gpt-5.2-chat,6543,6,boats,artifact,no
gpt-5.2-chat,6575,19,Countable common nouns (not proper nouns or mass nouns),artifact,no
gpt-5.2-chat,6606,7,vehicles,artifact,no
gpt-5.2-chat,6607,14,Words or phrases that contain the consecutive letters S-H-I-P,artifact,no
gpt-5.2-chat,9334,4,anatomical structures of the body,body_part,yes
gpt-5.2-chat,9433,5,anatomical structures of the human body,body_part,yes
gpt-5.2-chat,9457,5,anatomical body parts,body_part,yes
gpt-5.2-chat,9596,4,anatomical body parts,body_part,yes
gpt-5.2-chat,9616,4,anatomical body parts,body_part,yes
gpt-5.2-chat,9624,7,anatomical body parts,body_part,yes
gpt-5.2-chat,9650,4,anatomical body structures,body_part,yes
gpt-5.2-chat,9670,8,Gross anatomical structures (not tissues or cell types),body_part,no
gpt-5.2-chat,9949,12,"contains at least one vowel (a, e, i, o, or u)",body_part,no
gpt-5.2-chat,10074,4,They are anatomical terms (parts of the human body).,body_part,yes
gpt-5.2-chat,10237,5,edible food items,food,yes
gpt-5.2-chat,10529,4,edible substances,food,yes
gpt-5.2-chat,10838,4,food,food,yes
gpt-5.2-chat,10858,5,food items,food,yes
gpt-5.2-chat,10981,4,food,food,yes
gpt-5.2-chat,10986,6,edible items (food),food,yes
gpt-5.2-chat,10994,4,food items,food,yes
gpt-5.2-chat,11006,17,can be both a count noun and a mass noun,food,no
gpt-5.2-chat,11016,6,edible food items,food,yes
gpt-5.2-chat,11059,5,food,food,yes
gpt-5.2-chat,11199,7,food,food,yes
gpt-5.2-chat,11263,4,foods (edible dishes),food,yes
gpt-5.2-chat,11376,4,edible items (food),food,yes
gpt-5.2-chat,11384,4,foods that can be eaten with your hands,food,no
gpt-5.2-chat,11459,10,food dishes,food,no
gpt-5.2-chat,11697,11,Foods with misleading names,food,no
gpt-5.2-chat,11921,11,countable nouns,food,no
gpt-5.2-chat,12016,4,edible food items,food,yes
gpt-5.2-chat,12095,5,edible food items,food,yes
gpt-5.2-chat,12377,4,edible food items,food,yes
gpt-5.2-chat,15245,4,plants,plant,yes
gpt-5.2-chat,15310,10,land plants,plant,no
gpt-5.2-chat,15508,5,plants,plant,yes
gpt-5.2-chat,15598,6,organisms classified in the kingdom Plantae,plant,yes
gpt-5.2-chat,15611,8,land plants (embryophytes),plant,no
gpt-5.2-chat,15613,7,Starts with a consonant,plant,no
gpt-5.2-chat,15790,19,contains the letter f,plant,no
gpt-5.2-chat,16096,4,being a plant (member of the kingdom Plantae),plant,yes
gpt-5.2-chat,16120,3,plants,plant,yes
gpt-5.2-chat,16152,4,is a tree species,plant,no
gpt-5.2-chat,16249,5,plants,plant,yes
gpt-5.2-chat,16414,5,is a plant,plant,yes
gpt-5.2-chat,16467,4,plants,plant,yes
gpt-5.2-chat,16469,12,Two-word plant names whose first word is a noun,plant,no
gpt-5.2-chat,16864,4,plants,plant,yes
gpt-5.2-chat,17047,3,plants,plant,yes
gpt-5.2-chat,17248,4,They are plants,plant,yes
gpt-5.2-chat,17257,4,plants,plant,yes
gpt-5.2-chat,17361,4,plants,plant,yes
gpt-5.2-chat,17775,5,plants,plant,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,62,14,nocturnal mammals,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,357,4,animals that are real,animal,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,546,12,fish,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,658,19,marine animals,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,819,7,fish names,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1066,13,names of fish that are compound words or end with a specific suffix,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1136,18,English common names of fish that end with a specific sound or suffix,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1154,7,vertebrates,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1261,7,birds,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1551,6,part of the skeletal system or teeth,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1725,9,fish,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1943,20,animals,animal,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,2806,19,animal names containing 'g',animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,2971,12,birds of the New World tropics,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3172,15,English vernacular names of animals,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3192,14,names of bird genera,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3411,9,warbler,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3743,11,raptors,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3852,11,birds with names used in Spanish or Latin American regions,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3947,6,birds of prey,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3966,4,birds,animal,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4020,20,invertebrate anatomical term,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4032,19,finger-like or projecting anatomical structures,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4288,4,part of the human body,body_part,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4313,5,human anatomical terms,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4348,4,bone,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4368,20,ends with 'oid',body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4450,3,body part,body_part,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4458,18,relating to the nose,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4465,4,anatomical term,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4779,14,component,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4784,20,surname of a notable figure in electrical engineering or telecommunications,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4875,11,short form,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5184,10,measuring instruments,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5224,3,measuring instrument,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5265,6,objects that produce sound,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5506,17,English nouns that end with the '-er' suffix,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5516,11,device,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5652,14,musical instruments,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5653,12,related to sound production in music,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5757,12,used for cutting,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5807,20,planes,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6347,7,container,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6359,3,ends with 'bag',artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6380,4,Contains the letter sequence of a common English word,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6396,17,musical instruments,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6543,5,ends with 'ship',artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6575,15,"words that end with a suffix forming a noun indicating a state, condition, or quality, or an occupation or activity",artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6606,13,words ending in 'war' or similar suffix,artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6607,12,ends in 'ship',artifact,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9334,4,anatomical terms,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9433,4,anatomical terms,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9457,8,Latin names of muscles,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9596,5,anatomical projection,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9616,19,bilaterally paired sensory structure,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9624,18,vertebrate sensory organs or structures,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9650,3,parts of the eye,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9670,14,related to eye movement control,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9949,6,anatomical term,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10074,10,having a Latin anatomical name,body_part,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10237,8,culinary items with French names,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10529,12,sucrose,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10838,5,contains multiple components,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10858,6,dessert,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10981,16,has the words ice cream,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10986,9,ice cream flavor,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10994,17,contains 'fruit' in the name,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11006,11,sweet treat,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11016,7,"associated with the flavors strawberry, vanilla, or Neapolitan",food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11059,10,type of pudding,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11199,8,food,food,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11263,3,food,food,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11376,15,celebratory desserts,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11384,18,contains sugar,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11459,13,food,food,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11697,9,meat,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11921,4,food,food,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12016,4,food,food,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12095,7,bread,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12377,20,French pastry,food,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15245,17,genus names of cycads,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15310,6,tree names,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15508,14,resinous plants,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15598,15,conifers,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15611,19,gymnosperm,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15613,12,foods that are not typically mass-produced staple ingredients,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15790,14,evergreen,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16096,7,conifers,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16120,6,plant names with a possessive form,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16152,11,relates to Pinus,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16249,4,conifer,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16414,12,plants with common names,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16467,8,genus Pinus or related conifers,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16469,5,tree names with a common name followed by a type or genus,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16864,3,tree,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17047,7,names that include a descriptive adjective or word,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17248,3,trees or plants that produce edible fruit,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17257,18,plants with common names that are compound names or include a second word or phrase,plant,no
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17361,4,plant,plant,yes
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17775,14,common names of plants that are not single words,plant,no
mistralai_Mistral-Small-24B-Instruct-2501,62,16,living things,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,357,3,mammals,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,546,12,cartilaginous fish,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,658,4,fish,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,819,4,fish,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1066,4,fish,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1136,10,saltwater fish,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1154,6,fish that live on the sea floor,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1261,7,vertebrates,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1551,4,parts of the human body,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,1725,4,shark,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,1943,8,marine animals that live in the sea,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,2806,13,animals that are vertebrates and live on land or in the air,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,2971,4,birds with a crest,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3172,11,birds that primarily live in or around water,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3192,20,contain the letter 'o',animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3411,13,New World warblers,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3743,4,birds of prey,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3852,12,birds of prey,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3947,6,birds of prey,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,3966,9,carnivorous animals,animal,no
mistralai_Mistral-Small-24B-Instruct-2501,4020,6,internal organs,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4032,18,invertebrate respiratory structures,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4288,5,hard tissues in the human body,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4313,6,internal body parts of living organisms,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4348,5,bones in the human body,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4368,13,bones,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4450,6,facial features,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4458,5,protruding body parts,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4465,4,sensory organs,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,4779,19,electrical components that can store or generate electricity,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,4784,4,electrical components,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,4875,10,forms of expression,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5184,13,instruments that measure physical properties,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5224,15,items that are not handheld,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5265,20,instruments that are struck with mallets,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5506,18,interactive elements,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5516,20,components that modify electrical signals,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5652,14,string instruments played with a plectrum or fingers,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5653,5,instruments that can be played with hands,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5757,4,tools used for cutting,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,5807,11,handheld tools used for shaping wood by cutting or scraping,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6347,14,items that are typically used to hold other items,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6359,17,containers for unpleasant or unwanted items,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6380,20,items that can be locked,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6396,18,man-made objects with an opening,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6543,11,contains the letter 't',artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6575,6,ships designed for a specific purpose,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6606,18,military,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,6607,18,recreational vessels,artifact,no
mistralai_Mistral-Small-24B-Instruct-2501,9334,4,body parts,body_part,yes
mistralai_Mistral-Small-24B-Instruct-2501,9433,7,muscle tissue,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9457,15,hollow organs,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9596,6,animal body part,body_part,yes
mistralai_Mistral-Small-24B-Instruct-2501,9616,16,organs or structures involved in physiological function,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9624,5,organs located in the head,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9650,6,connective tissues,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9670,3,extraocular muscles,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,9949,5,arteries in the human body,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,10074,6,blood vessels,body_part,no
mistralai_Mistral-Small-24B-Instruct-2501,10237,19,French sauces,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10529,14,saccharose,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10838,8,desserts that contain meringue,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10858,20,ingredients in desserts,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10981,4,desserts,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10986,14,frozen dairy treats,food,no
mistralai_Mistral-Small-24B-Instruct-2501,10994,10,frozen treats,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11006,5,edible,food,yes
mistralai_Mistral-Small-24B-Instruct-2501,11016,13,ice cream,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11059,17,foods with sweet taste,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11199,16,sweet dishes,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11263,11,baked,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11376,5,sweet baked goods,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11384,19,contains eggs,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11459,4,condiments,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11697,9,beef products,food,no
mistralai_Mistral-Small-24B-Instruct-2501,11921,6,types of bread,food,no
